OrganisationLabel,OrganisationURI,EffectiveDate,UPRN,AssetCode,PropertyName,StreetNumber,StreetName,PostTown,PostCode,CoordinateReferenceSystem,GeoX,GeoY,TenureType,TenureDetail,OtherDetail,HoldingType,BuildingSize,LandArea,EnergyRating
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797673,TMBC0109,Grafton Centre - 90 Stamford New Road,90,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797837,TMBC0110,Grafton Centre - 92-94 Stamford New Road,92-94,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797992,TMBC0111,Grafton Centre - 102 Stamford New Road,102,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797912,TMBC0112,Grafton Centre - 104 Stamford New Road,104,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797842,TMBC0113,Grafton Centre - 127 George Street,127,George Street,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070462232,TMBC0114,Grafton Centre - 125 George Street,125,George Street,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070462231,TMBC0115,Grafton Centre - 123 George Street,123,George Street,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797843,TMBC0116,Grafton Centre,,,Altrincham,WA14,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070455336,TMBC0117,Grafton Centre - 111-117 George Street,111-117,George Street,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797846,TMBC0118,Grafton Centre,,,Altrincham,WA14,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798088,TMBC0119,Grafton Centre,,,Altrincham,WA14,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797841,TMBC0120,Grafton Centre - 104 George Street,104,George Street,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070457087,TMBC0121,Grafton Centre - 106 Central Way,106,Central Way,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012892891,TMBC0122,Grafton Centre - 106a Central Way,106a,Central Way,Altrincham,WA14 1RF,WGS84,-2.351329,53.386577,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070461920,TMBC0123,Grafton Centre- Rooftop Apparatus,,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10090372480,TMBC0125,Sonova House,,Lakeside Drive,Warrington,WA1 1RX,WGS84,-2.596155,53.37969,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0126,The Fort,Unit 4,Walthew House Lane,Wigan,WN5 0LX,WGS84,-2.666798,53.554659,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012798165,TMBC0127,Sainsburys,,Lloyd Street,Altrincham,WA14 2SU,WGS84,-2.350541,53.383938,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012675373,TMBC0128,K Site,,Brian Statham Way,Old Trafford,M16 0PU,WGS84,-2.285023,53.458178,Freehold,Other,Joint venture,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070461951,TMBC0129,Stretford Mall,,Chester Road,Stretford,M32 9BH,WGS84,-2.295804,53.457863,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070454689,TMBC0130,Stamford Quarter,,Stamford New Road,Altrincham,WA14 1RH,WGS84,-2.350106,53.387733,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0131,Land - Smithy Lane & Manchester New Road,,Manchester New Road,Partington,M31 4FB,WGS84,-2.426105,53.420195,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0132,Land adjoining Arnesby Avenue,,Arnesbury Avenue,Sale,M33 2WH,WGS84,-2.297436,53.428576,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0133,Land adjoining Newton Road and Timperley Brook,,Newton Road,Timperley,WA14 1LT,WGS84,-2.34721,53.39761,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012853067,TMBC0134,Land to the rear of 191/193 Grove Lane,,Grove Lane,Timperley,WA15 6PH,WGS84,-2.323566,53.397228,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0135,Land to the rear of 2-18 Langham Grove,,Langham Grove,Timperley,WA15 6DX,WGS84,-2.318768,53.403173,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000342958,TMBC0136,Urmston Meadows,,Southgate,Urmston,M41 9FW,WGS84,-2.365335,53.438374,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0137,Land lying between 361 - 365 Washway Road (Lonsdale Rest Park ),,Washway Road,Sale,M33 4FJ,WGS84,-2.344006,53.408721,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0138,Land at Edge Lane,,Edge Lane,Stretford,M32 8PX,WGS84,-2.294642,53.444483,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0139,Torbay Road,,Torbay Road,Urmston,M41 9LH,WGS84,-2.34262,53.445901,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000342951,TMBC0140,Land associated with Newcroft Farm,,Newcroft Meadows,Stretford,M41 9WL,WGS84,-2.338581,53.441607,Freehold,Other,Leisure,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0141,Land at Town Gate Farm,,Irlam Road,Flixton,M41 6ER,WGS84,-2.405797,53.447645,Freehold,Other,Leisure,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0142,Land to the rear of Fairbourne Drive,,Fairbourne Drive,Timperley,WA15 6AT,WGS84,-2.320831,53.407518,Freehold,Other,Management agreement,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0143,Land for the site of Stretford Mall,,Chester Road,Stretford,M32 0FF,WGS84,-2.295804,53.457863,Freehold,Other,Part management agreement,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0144,Land for the site of Stamford Quarter,,George Street,Altrincham,WA14 1RH,WGS84,-2.350106,53.387733,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0145,Broadway,,Broadway,Davyhulme,M41 7WJ,WGS84,-2.366782,53.459483,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012800471,TMBC0146/L0000008,"Altrincham Golf Course, Clubhouse/Shop",,Stockport Road,Altrincham,WA15 7LP,WGS84,-2.336275,53.389928,Freehold,Other,Leisure,Land/Buildings,465,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446225,TMBC0147/J0000011,"Altrincham Golf Course, Driving Range",,Stockport Road,Altrincham,WA15 7LP,WGS84,-2.336275,53.389928,Freehold,Other,Leisure,Land/Buildings,465,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446444,TMBC0148,Altair,,Oakfield Road,Altrincham,WA15 8EW,WGS84,-2.346972,53.386958,Freehold,Leasehold Out,,Land/Buildings,5263,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405349,TMBC0149/J0000005,Crossford Bridge Sports Ground,,Danefield Road,Sale,M33 7WR,WGS84,-2.313707,53.432757,Freehold,Other,Leisure,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0150,Sale Water Park,,Rifle Road,Sale,M33 2LX,WGS84,-2.293344,53.42873,Freehold,Other,Management agreement,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000335065,TMBC0151/J0000012,George Carnell Leisure Centre,,Kingsway Park,Davyhulme,M41 7FJ,WGS84,-2.342972,53.457756,Freehold,Leasehold Out,,Land/Buildings,3447,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10025636846,TMBC0152/J0000001,Leigh Road Tennis Courts,,Leigh Road,Hale,WA15 5BJ,WGS84,-2.338394,53.385906,Freehold,Leasehold Out,,Land/Buildings,15,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012699241,TMBC0153/J0000097,Partington Leisure Centre,,Chapel Lane,Partington,M31 4ES,WGS84,-2.427149,53.414798,Freehold,Leasehold Out,,Land/Buildings,2236,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012700710,TMBC0154/J0000010,Sale Leisure Centre,,Broad Road,Sale,M33 2AL,WGS84,-2.315949,53.424654,Freehold,Leasehold Out,,Land/Buildings,6344,,C
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070406912,TMBC0155/J0000009,Seymour Park Sports Barn - Attached to Old Trafford Youth Centre,,St Hildas Road,Old Trafford,M16 9PQ,WGS84,-2.271909,53.461148,Freehold,Other,Leisure,Land/Buildings,630,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10025737112,TMBC0156/JN0000079,Stretford Leisure Centre,,Great Stone Road,Stretford,M32 0ZS,WGS84,-2.292675,53.458331,Freehold,Other,Leisure,Land/Buildings,5625,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070446238,TMBC0157/J0000002,Stretford Stadium,,Great Stone Road,Stretford,M32 0ZS,WGS84,-2.292675,53.458331,Freehold,Other,Management agreement,Land/Buildings,2000,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011631127,TMBC0158,Timperley Athletics Stadium,,Park Road,Timperley,WA15 6UA,WGS84,-2.318685,53.398202,Freehold,Other,Management agreement,Land/Buildings,178,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012700642,TMBC0159/J0000007,Trafford Water Sports Centre - Inspected Externals Only,,Rifle Road,Sale,M33 2LX,WGS84,-2.293344,53.42873,Freehold,Owner Occupied,,Buildings,931,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012700645,TMBC0160/J0000008,Trafford Water Sports Centre - Mersey Valley Visitors Centre,,Rifle Road,Sale,M33 2LX,WGS84,-2.293344,53.42873,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012700642,TMBC0161/J0000008,Trafford Water Sports Centre Boat House,,Rifle Road,Sale,M33 2LX,WGS84,-2.293344,53.42873,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710488,TMBC0162/J0000008,Urmston Leisure Centre,,Bowfell Road,Urmston,M41 5RR,WGS84,-2.370201,53.451021,Freehold,Leasehold Out,,Land/Buildings,2611,,C
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070406758,TMBC0163/J0000003,William Wroe Golf Course,,Pennybridge Lane,Flixton,M41 5DX,WGS84,-2.373106,53.445691,Freehold,Leasehold Out,,Land/Buildings,120,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012701618,TMBC0164,14 Plymouth Road,14,Plymouth Road,Sale,M33 5JD,WGS84,-2.351844,53.427026,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100011696708,TMBC0165,16 Plymouth Road,16,Plymouth Road,Sale,M33 5JD,WGS84,-2.351844,53.427026,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012701619,TMBC0166,18 Plymouth Road,18,Plymouth Road,Sale,M33 5JD,WGS84,-2.351844,53.427026,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100011696709,TMBC0167,20 Plymouth Road,20,Plymouth Road,Sale,M33 5JD,WGS84,-2.351844,53.427026,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070406763,TMBC0168,22 Plymouth Road,22,Plymouth Road,Sale,M33 5JD,WGS84,-2.351844,53.427026,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702100,TMBC0170,Chapel Road,,,Sale,M33,,,,Freehold,Vacant,,Buildings,97,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710293,TMBC0171/K0000019,74 Princess Road,74,Princess Road,Urmston,M41 5SQ,WGS84,-2.354228,53.462101,Freehold,Leasehold Out,,Buildings,532,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10092060795,TMBC0172/J0000004,Ashley Rd (209/211),209/211,Ashley Road,Hale,WA15 9SQ,WGS84,-2.345161,53.37679,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710807,TMBC0173/P0000116,"Carrington Rd, Flixton",,Carrington Road,Urmston,M41 6HX,WGS84,-2.387448,53.441594,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012893341,TMBC0174,Clarke Trading Estate,,Barton Dock Road,Stretford,M32 0ZF,WGS84,-2.331021,53.46071,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446833,TMBC0175/P0000021,Coach House,,Flixton Road,Urmston,M41 5GJ,WGS84,-2.383185,53.446405,Freehold,Leasehold Out,,Buildings,374,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710270,TMBC0176,Crofts Bank Road (9a),9a,Crofts Bank Road,Urmston,M41 0UH,WGS84,-2.353157,53.451048,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,100012710269,TMBC0177/PN0000078,Crofts Bank Road,,,Urmston,M41,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710093,TMBC0178,Crofts Bank Road (9c),9c,Crofts Bank Road,Urmston,M41 0UH,WGS84,-2.353157,53.451048,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070492305,TMBC0180/P0000122,Family Contact Centre (Former Darby & Joan Club),40,Mayors Road,Altrincham,WA15 9RP,WGS84,-2.34457,53.385554,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710621,TMBC0181/P0000013,Flixton Road (28),28,Flixton Road,Flixton,M41 5AA,WGS84,-2.354612,53.448597,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070406756,TMBC0182/P0000126,49 Park Road North (former Arthurs Gym),49,Park Road North,Urmston,M41 5AT,WGS84,-2.356538,53.450229,Freehold,Leasehold Out,,Buildings,91,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000333837,TMBC0183/J0000034,Former Partington Youth Centre,,Moss Lane,Partington,M31 4FA,WGS84,-2.421654,53.416065,Freehold,Leasehold Out,,Buildings,920,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797714,TMBC0184/P0000019,Greenwood St (38),38,Greenwood Street,Altrincham,WA14 1RZ,WGS84,-2.352007,53.386817,Freehold,Leasehold Out,,Buildings,179,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-09-12,100012797761,TMBC0185/P0000106,Greenwood St (38a),,,Altrincham,WA14,,,,Freehold,Vacant,,Buildings,179,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798045,TMBC0186/P0000106,Greenwood St (52-54),52-54,Greenwood Street,Altrincham,WA14 1RZ,WGS84,-2.352007,53.386817,Freehold,Leasehold Out,,Buildings,360,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0187,Hale Shopping Centre (ground lease),,Hale Road,Hale Barns,WA15,WGS84,-2.314164,53.369344,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0188,Hillam Farm,,Newcroft Road,Urmston,M41 9NL,,,,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0189,Jeremy Field ' North of Old Eea Brook (South West of Urmston Cemetery),,,Urmston,M41,WGS84,-2.352282,53.443509,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012800592,TMBC0190,Manor Farm,,Ridgeway Road,Timperley,WA15 7HE,,,,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,100012893559,TMBC0191,Manor Farm Industrial Estate,,Poplar Road,Stretford,M32 9AN,WGS84,-2.313806,53.440989,Freehold,Leasehold Out,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070492526,TMBC0192/P0000108,Market Street,,,Altrincham,WA14,,,,Freehold,Vacant,,Buildings,180,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012492807,TMBC0193/P0000124,Partington Centre Caretakers Flat,118,Moss Lane,Partington,M31 4FA,WGS84,-2.421654,53.416065,Freehold,Owner Occupied,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000334442,TMBC0194/P0000042,Pownall Day Centre,,Pownall Road,Altrincham,WA14 2SZ,WGS84,-2.348775,53.383053,Freehold,Leasehold Out,,Buildings,953,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702351,TMBC0195/J0000180,School Rd (81-83),81-83,School Road,Sale,M33 7XA,WGS84,-2.324789,53.42551,Freehold,Leasehold Out,,Buildings,897,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-09-12,100012702420,TMBC0196/P0000097,School Road,,,Sale,M33,,,,Freehold,Vacant,,Buildings,897,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012854742,TMBC0197/P0000097,School Rd (87),87,School Road,Sale,M33 7XA,WGS84,-2.324789,53.42551,Freehold,Leasehold Out,,Buildings,897,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-09-12,100012702422,TMBC0198/P0000097,School Road,,,Sale,M33,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-09-12,100012702422,TMBC0199/P0000097,School Road,,,Sale,M33,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702423,TMBC0200/P0000097,School Rd (91-93),91-93,School Road,Sale,M33 7XA,WGS84,-2.324789,53.42551,Freehold,Leasehold Out,,Buildings,190,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702133,TMBC0201/P0000097,School Rd (95-97),95-97,School Road,Sale,M33 7XA,WGS84,-2.324789,53.42551,Freehold,Leasehold Out,,Buildings,204,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070453730,TMBC0202/P0000017,Scouts - Former Lostock Library,429,Barton Road,Stretford,M32 9PA,WGS84,-2.328128,53.45458,Freehold,Leasehold Out,,Buildings,310,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798029,TMBC0203/J0000019,Shaws Rd (16),16,Shaws Road,Altrincham,WA14 1QU,WGS84,-2.351157,53.387566,Freehold,Leasehold Out,,Buildings,182,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798028,TMBC0204/P0000111,Shaws Rd (12/14),12,Shaws Road,Altrincham,WA14 1QU,WGS84,-2.351157,53.387566,Freehold,Leasehold Out,,Buildings,506,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798030,TMBC0205/P0000113,Shaws Rd (18),18,Shaws Road,Altrincham,WA14 1QU,WGS84,-2.351157,53.387566,Freehold,Leasehold Out,,Buildings,182,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798078,TMBC0206/P0000114,Shaws Rd (20-20a),20-20a,Shaws Road,Altrincham,WA14 1QU,WGS84,-2.351157,53.387566,Freehold,Leasehold Out,,Buildings,184,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100011672327,TMBC0207/P0000112,Shawe View Football Club,,Pennybridge Lane,Flixton,M41 4DL,WGS84,-2.351373,53.448321,Freehold,Leasehold Out,,Buildings,76,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710293,TMBC0208,Princess Centre (74),74,Princess Road,Urmston,M41 7FS,WGS84,-2.354228,53.462101,Leasehold,Leasehold In,,Buildings,532,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0210,"Little Ras Field, Urmston Meadow",,,Urmston,M41 9HF,WGS84,-2.352282,53.443509,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446227,TMBC0211,Larkhill Centre,,Thorley Lane,Timperley,WA15 7AP,WGS84,-2.317822,53.397315,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070453730,TMBC0212,Former Lostock Library,429,Barton Road,Stretford,M32 9PA,WGS84,-2.328128,53.45458,Freehold,Owner Occupied,,Buildings,310,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710311,TMBC0213,Shawe View Football Club (ground lease ),,Pennybridge Lane,Flixton,M41 5DL,WGS84,-2.371364,53.44782,Leasehold,Leasehold In,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0214,Pennybridge Lane (6 no plots),,Pennybridge Lane,Flixton,M41 5DL,WGS84,-2.371364,53.44782,Leasehold,Leasehold In,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0215,Atlantic Street Trading Estate (ground lease),,Atlantic Street,Altrincham,WA14 5BW,WGS84,-2.354823,53.39809,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070460471,TMBC0216,Altrincham Library,2,Pott Street,Altrincham,WA14 1AH,WGS84,-2.352309,53.386942,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446007,TMBC0217/J0000018,Coppice Avenue Library,,Coppice Avenue,Sale,M33 4ND,WGS84,-2.34842,53.414964,Freehold,Leasehold Out,,Buildings,565,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0218/J0000003,Davyhulme Library,,Hayeswater Road,Davyhulme,M41 7BL,WGS84,-2.359354,53.455623,Freehold,Owner Occupied,,Buildings,484,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446630,TMBC0219/J0000035,Delamere Toy and Tape Library,91A,Irlam Road,Flixton,M41 6AP,WGS84,-2.399235,53.446364,Freehold,Owner Occupied,,Buildings,81.86,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070453731,TMBC0221/JN0000041,Lostock Library (In College),,Selby Road,Stretford,M32 9PL,WGS84,-2.331554,53.453681,Freehold,Leasehold Out,,Buildings,240,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10024817974,TMBC0222/J0000017,Sale Library (Integrated Facility in Sale Waterside),1,Sale Waterside,Sale,M33 7ZF,WGS84,-2.32,53.425111,Freehold,Owner Occupied,,Buildings,,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070492880,TMBC0223/J0000022,Stretford Library,,Kingsway,Stretford,M32 8AP,WGS84,-2.312555,53.446092,Freehold,Owner Occupied,,Buildings,1142,,B
