OrganisationLabel,OrganisationURI,EffectiveDate,UPRN,AssetCode,PropertyName,StreetNumber,StreetName,PostTown,PostCode,CoordinateReferenceSystem,GeoX,GeoY,TenureType,TenureDetail,OtherDetail,HoldingType,BuildingSize,LandArea,EnergyRating
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0536,"1, 3 and 5 Lacy Street, Stretford.,STRETFORD,M32 8AA,Freehold,LAND",,,Stretford,M32,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0537,"3.463 acres west of Humphrey Lane; 4.632 acres east of Humphrey Lane.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0538,"Park Hospital road frontage; foot path from Moorside Road to Davyhulme Road.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0539,"53 sq.yds. fronting to Flixton Road, 11sq.yds. fronting to Monksdale Avenue, Flixton.,Freehold",,Monksdale Avenue,Urmston,M41,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0540,"Land fronting to Ashfield Rd., Higher Rd., Ciss Lane and Stretford Rd., Urmston.,Freehold",,Ashfield Road,Urmston,M41,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0541,"2, plots of land one fronting to Bradfield Rd., the other to both Bradfield Rd., and Stretford Rd., Urmston.,Freehold",,Bradfield Road,Stretford,M32,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0542,"Part of Davyhulme Recreation Ground, north of Davyhulme Road, Davyhulme, Urmston.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0543,"Strip of land r/o No's. 28/40, Winchester Road, Tree Screen along Nico or Carrs Ditch, Urmston.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0544,"Triangular plot in front of 104/108, Roseneath Rd., Urmston.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0545,"Site of Nos 77/125, Ullswater Rd., and 18/28, Kingsnorth Rd., Woods End, Urmston.,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0546,"Calderbank', Recreation Ground, Davyhulme Road.,Freehold,OPEN SPACE",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0547,"Newcroft Farm or Meadows on the northside of and including half the width of Ousel Brook, Urmston.,URMSTON ,Freehold,AGRICULTURAL LAND",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0548,"Bull Field' land near to Newcroft Rd., Urmston.,URMSTON,Freehold,PARKS",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0549,"Davyhulme Recreation Ground south side of Crofts Bank Brook west of Barton Rd., Davyhulme.,Freehold,OPEN SPACE",,,Davyhulme,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0550,Land to the rear of Millbank Primary School,,,Partngton,M31,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0551,"Part of Victoria Park, land fronting to School Road and Victoria Road, Stretford.,STRETFORD,M32 0BR,Freehold,PARKS",,,Stretford,M32,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0552,"Land fronting to Chester Road, No's 847/849, Chester Road, access to Gorse Hill Park, Stretford.,STRETFORD,M32 0RN,Freehold,PARKS",,,Stretford,M32,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0553,"Part of Victoria Park, Seymour Park and Gorse Hill Park, Stretford. See Remarks.,STRETFORD,M32,Freehold,PARKS",,,Stretford,M32,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0554,"Land at Woodfield Road, Altrincham",,,Altrincham,WA14,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0555,"Land Adj 2 Princess Rd, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0556,"Open Space, Manor Avenue/Cottonwood Drive (At Saxthorpe Close/Christchurch Road), Sale",,,Sale,M33,WGS84,-2.35513,53.42504,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0557,"Oaklea Farm, Manor Road/Firs Road, Sale",,,Sale,M33,,,,Leasehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0558,"The Grange' Stelfox Ave., Timperley",,,Timperley,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0559,"Recreation Ground rear of Langham Grove and Fairywell Road.,Timperley",,,Timperley,WA15,WGS84,-2.31818,53.40341,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0560,Properties in Altrincham: 2/12 Bridgewater Road (even nos. inc.) 18/22 Wharf Road (even nos. inc.),,,Timperley,WA14,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0561,"Well Green Farm Cottages, Wellfield Lane, Hale",,,Hale,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0562,"Dedication of land adjoining 179, Grove Lane for road improvement",,,Altrincham,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0563,"24 Lichfield Avenue, Hale",,,Hale,WA15,WGS84,-2.31271,53.38002,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0564,"51, Peel Road",,,Hale,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0565,"26/32, Peel Road, (even nos. inclusive)",,,Hale,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0566,"Former 'Edensor' 249 Grove Lane, Hale Now site of 1,2,3 Edensor Drive & 249/255 Grove Lane",,,Hale,WA15,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0567,"Pumping Station; Air Compressor. Caretaker's House, off Flixton Road",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0568,"Site of 12/28 and 17/23 Mansfield Road, 18/32 and 9/23 Cambridge Road, 7/21 Haslemere Road",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0569,"Re: Electricity Sub-station Canterbury Road, Davyhulme Park",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0570,"Part of Abbotsfield Park, and 10/32 Chassen Road",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0571,"Part of Abbotsfield, Chassen Road, and land fronting to Stamford Road, rear of Finghall Road",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0572,"Cranford Gardens', Thirlmere Road, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0573,"2817 sq.yds fronting to Dennington Drive; 608 sq.yds fronting Barton Road, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0574,Sale of a Rent Charge of Â£62 p.a. payable out of land in Flixton,,,Flixton,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0575,1.Rest Garden Moorside Rd/Gleneagles junction. 2.Improvement Moorside Rd. 3. Extension of Gleneagles Rd,,Moorside Road,Urmston,M41 5SD,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0576,1. 14/24 Haslemere Road. 2. Rest Garden at the junction of Church Road and Haslemere Road,,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0577,Dalton Gardens',,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0578,"76, Stretford Road, Urmston (now part of the road)",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0579,"Sale land to L.C.C. Land in Mardale Avenue, Urmston. See L.C.C. 11603 Flixton Infants School",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0580,"Site of 1/25 The Avenue, 50/54 Irlam Road. (Formerly Flixton Tennis Club Site)",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0581,"Town Gate Farm', Flixton",,,Flixton,M41,WGS84,-2.40654,53.44772,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0582,"Site of No's 110/128, Broadway. No's 1/51, and 2/8, Bexley Close, Davyhulme",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0583,"62, Church Road, Urmston,Freehold",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0584,"Housing site: Old Crofts Bank Road, Crofts Bank Road, Seabrook Crescent, Sevenoaks Ave, Sandgate Dr, Chislehurst Ave",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0585,"Land Davyhulme Road, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0586,5028 sq.yds fronting Humphrey Lane and Humphrey Crescent. Community Centre and land,,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0587,"5 Stocks Terrace, The Village, Flixton",,,Flixton,M41,,,,Leasehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0588,"Several adjoining plots between Stretford Rd and the River Mersey, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0589,Strip of land along eastside of Cob Kiln Lane (on equal further east given to the trustees),,Cob Kiln Lane,Urmston,M41,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0590,"Davyhulme Park (part of) land fronting Canterbury Road and Winchester Road, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0591,Site of 27/185 and 28/130 Kingsway Park,,Kingsway Park,Urmston,M41,,,,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0592,"Whitelake View, Moorside Road, Site of 1/8 (odd and even No's incl.) Flixton",,,Flixton,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0593,"Ambleside House, Ambleside Road, including passage to Reade Avenue",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0594,"Land adj 11 Springfield Road, Sale",,,Sale,M33,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0595,Field known as 'Calver Hey' and Calver House. South-West of the Cemetery,,,,,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0596,"Council Yard fronting to Bowfell Road and Moor Lane. (Off Moorside Road), Davyhulme",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0597,"Oaklands Crofts Bank Road, Urmston. (Only 233 sq. yds., leased to Norweb, remains in Council ownership)",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0598,"Calf Cote Field, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0599,"Site of 69/77, (odd No's incl.) Whitelake Ave. 2/6 (even No's incl.) Windsor Avenue, Flixton",,,Flixton,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0600,"Recreation Ground at the junction of Reclyffe Rd. and Old Barton Road, Urmston",,,Urmston,M41,,,,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0601,"Recreation Ground between 119 and 149, Higher Road, Urmston",,,Urmston,M41,,,,Leasehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0602,"Frontage of St. Clement's Junior School, Higher Road, Urmston. Exchange",,Higher Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0603,"Agreement re Boundary Wall r/o 40 Ashfield Road and 1/3 Central Drive, Urmston. Relates to A134, A135 and A136",,Ashfield Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0604,"91/93, Stretford Road, Urmston.",91/93,Stretford Road,Urmston,M41 9LG,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0605,"Arrandale', Crofts Bank Road, Urmston",,Crofts Bank Road,Urmston,M41 0UZ,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0606,"Inglenook', Woodsend Road, Flixton. Now 159, Woodsend Road",159,Woodsend Road,Flixton,M41 8GN,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0608,"5, Millford Av., Urmston. Assignment and Enlargement of term into a fee simple",5,Milford Avenue,Urmston,M41 6LR,,,,Leasehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0609,"9, Plots of land in Westbourne Park, Urmston",,Westbourne Park,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0610,"Woodsend Farm, Flixton",,Woodsend Farm,Flixton,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0611,"Nicofield, Ambleside Rd., and 72/72a, Ambleside Rd., Woodsend Rd., South. and 35/45, Western Rd., Urmston",,Ambleside Road,Flixton,M41 6QB,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0612,"Town Gate Farm, Irlam Road, Flixton, Part sold (M41 6ER)",,Irlam Road,Flixton,M41 6TZ,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0613,"Site of 23/49, and 24/90, Nursery Rd; 1/3 1A/3A, Kew Drive; 5/7, Laburnum Rd",,Nursery Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0614,"Site of 8/16, Granvill Rd., 24/52 and 27/49, Richmond Av., 19/21, Gladstone Rd.",,Granville Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0615,"Site of No's 41/65, and 50/56, Wallingford Rd., 20/24 Welbeck Av. and 65, Abingdon Road, Urmston",,Wallingford Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0616,"108-112, Flixton Road. Most of the site sold but the road frontage was retained",,Flixton Road,Urmston,M41 5AL,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0618,"33/35, The Village, Flixton",,The Village,Flixton,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0619,"The Shape' airfield adjoining Jack Lane, Flixton",,Jack Lane,Flixton,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0620,"The Ruah'. Land lying between Eea Brook and the River Mersey, Urmston",,,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0621,"(A) 52 sq. yds. in Nash Road. (B) 75 4/9th sq.yds. at the junction of Trafford Park Rd., and Tenax Rd., Urmston",,Trafford Park Road,Urmston,M41,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,,TMBC0623,"Dedication of part of Trafalgar Square, Augustus Street, O/T - for open space/plantation., Old Trafford",,Augustus Streey,Old Trafford,M15 5PP,,,,Leasehold,Other,Land,Land,,,
